account_id,date,total
31,2016-08-30 10:43,835.19
72,2017-01-05 06:54,519.12
44,2017-02-24 02:23,377
25,2016-10-12 17:38,1795.86
27,2016-12-07 01:44,1255.9
3,2017-01-14 19:25,131.9
81,2017-02-02 05:54,1584.12
19,2016-07-01 00:04,372.59
48,2016-11-02 02:46,410.7
71,2017-02-12 02:50,87.42
78,2016-10-16 07:25,316.96
84,2016-08-08 21:42,748.44
1,2016-09-26 22:06,196.46
10,2016-09-01 08:32,961.48
92,2016-11-01 06:28,558.53
34,2017-01-11 11:16,1317.21
38,2016-12-26 20:48,633.08
22,2016-12-13 16:50,340.48
20,2017-02-23 15:54,951.68
18,2016-07-23 01:01,5.73
97,2016-09-27 20:57,447.72
82,2017-01-23 00:21,92.05
82,2017-01-02 23:03,1709.73
22,2016-12-11 03:42,361.4
31,2016-07-08 03:31,45.96
54,2016-09-08 20:06,582.24
3,2016-09-15 09:16,155.82
3,2017-02-15 10:31,172.26
48,2017-02-26 04:59,98.35
52,2017-02-06 22:22,779.58
18,2016-12-10 05:56,130.34
40,2016-12-12 07:51,967.78
60,2017-01-25 14:03,1072
57,2016-09-11 04:22,1675.8
34,2016-10-11 01:31,170.56
3,2016-07-06 20:41,113.4
92,2016-12-07 07:49,391.72
72,2017-01-07 03:35,594.87
52,2016-08-17 15:18,125.82
5,2017-02-09 20:49,603.9
14,2016-10-07 10:58,55.12
68,2016-10-24 22:36,649.06
1,2016-09-25 10:04,169.05
65,2016-12-29 07:34,197.8
78,2016-07-11 23:07,838.08
32,2016-11-30 05:09,321.78
25,2016-12-12 20:06,913
18,2017-02-08 11:20,396.9
26,2016-08-19 23:36,124.6
54,2017-03-13 19:47,255.68
17,2016-07-21 02:09,46.53
20,2016-07-23 06:51,754.54
63,2016-12-04 11:32,199.68
53,2016-12-31 16:27,459.36
23,2016-08-25 09:14,981.36
58,2016-12-01 11:27,98.93
94,2016-10-23 06:23,586.5
38,2016-10-15 01:46,442
89,2016-09-20 15:00,5.64
22,2016-11-02 18:16,651.75
74,2016-08-26 08:50,233.76
26,2016-09-23 10:03,1218.7
62,2016-11-10 01:39,672.22
18,2016-08-09 16:42,498.96
62,2016-08-08 16:47,49.5
59,2016-12-13 23:01,82.36
65,2016-11-03 02:08,716.1
16,2016-12-26 07:52,104.16
9,2017-01-31 01:30,641.88
35,2016-12-04 04:30,173.88
37,2017-02-21 10:49,813.61
62,2016-12-12 00:45,258.06
65,2016-07-02 19:18,141.57
1,2016-07-07 15:54,1596.66
6,2016-09-19 21:26,111.32
9,2016-11-17 10:24,213.2
92,2016-10-05 11:42,549.84
54,2016-12-08 05:13,808.87
54,2016-07-21 12:59,652.8
80,2016-11-10 02:01,1413.6
42,2016-12-19 15:04,359.64
81,2017-01-18 15:51,702.1
91,2017-02-15 21:24,1690.05
78,2016-08-27 11:34,695.74
29,2016-12-23 14:31,57.68
67,2016-09-13 00:59,280.5
76,2016-12-04 09:02,1022.47
74,2017-03-05 22:39,191.59
98,2016-10-06 21:24,775.97
45,2016-10-21 03:47,302.4
26,2016-09-18 19:46,721.16
87,2016-07-02 20:29,231.22
87,2017-02-18 12:53,77.99
44,2016-11-28 23:44,149.04
10,2016-07-13 10:43,1497.26
36,2016-11-28 17:09,687.66
64,2017-03-13 09:48,31.61
92,2016-10-19 03:12,486.75
81,2017-02-22 22:07,1482
65,2017-03-02 01:50,1848.98
33,2017-02-09 21:52,1217.3
39,2016-08-08 20:16,274.68
67,2016-09-21 05:40,1051.92
79,2016-08-25 18:55,62.2
44,2016-11-25 14:17,168.74
11,2016-09-05 21:40,677.95
98,2016-10-07 01:58,529.32
90,2016-11-06 18:05,583.42
59,2016-11-14 10:46,406.4
97,2016-09-06 13:20,12.96
63,2016-09-07 00:10,23.92
88,2016-09-06 10:08,328.86
44,2017-03-01 08:11,1197.84
82,2016-10-01 06:28,544.48
55,2017-02-10 21:45,983.01
85,2017-02-23 20:42,51.94
60,2017-03-09 22:26,567.36
25,2017-02-05 18:05,284.58
86,2016-09-21 07:38,546.75
67,2017-01-15 17:30,311.32
52,2016-09-11 15:08,330.14
85,2017-01-16 22:13,19.21
73,2017-03-05 08:52,1183.7
62,2016-11-08 19:56,792
63,2016-10-30 12:18,1835.82
66,2017-01-25 16:51,924.7
26,2016-12-16 20:13,89.31
58,2016-12-31 18:34,1505.68
11,2016-09-15 04:00,95.76
3,2016-11-19 10:29,360.14
35,2017-01-17 19:16,24.25
48,2016-09-17 05:18,816.97
9,2016-07-04 02:58,56.4
19,2016-10-18 19:08,996.51
82,2016-07-15 12:14,39.88
27,2016-10-12 13:42,186.39
85,2016-07-13 06:12,646.8
58,2016-08-15 22:10,776.16
38,2016-10-04 04:16,940.8
84,2016-07-09 18:27,158.4
88,2016-12-06 08:12,464.33
42,2016-10-16 11:36,647.39
54,2017-03-03 13:56,602.48
49,2016-07-09 07:06,199.21
5,2016-11-10 12:04,51.31
51,2017-03-06 06:33,78.16
53,2016-07-24 08:10,1572.96
90,2016-12-26 13:33,1876.7
26,2016-07-28 01:45,337.68
49,2016-08-09 00:11,51
50,2017-02-04 06:24,267.75
57,2016-09-29 14:00,63.54
71,2016-09-13 18:27,509.25
63,2016-12-01 08:11,1039.23
63,2017-01-03 06:50,852.15
68,2016-08-05 02:32,563.99
73,2017-02-01 14:03,132.48
11,2016-09-23 05:53,1378.62
51,2017-02-23 17:25,624
70,2016-08-20 00:42,876.09
36,2016-12-14 01:45,82.88
28,2016-11-10 01:37,1840
9,2016-08-28 07:40,657.93
72,2016-09-07 08:35,165.75
2,2017-02-18 06:48,342
30,2016-10-08 03:27,927.38
35,2016-08-13 18:58,87.48
58,2017-01-30 21:04,84.84
63,2016-08-03 23:11,177.3
2,2016-07-20 07:04,287.85
58,2016-09-19 07:32,503.2
7,2016-12-27 22:06,1232.91
38,2017-02-21 11:45,563.76
40,2017-01-06 12:57,264.18
49,2016-10-16 03:24,915.09
95,2016-07-17 09:43,1267.2
85,2016-10-07 04:42,945.45
91,2016-09-01 04:08,525.93
52,2016-12-09 06:41,187.74
40,2017-03-10 00:36,163.41
